取引先 ID,法人番号,取引先名,Web サイト,売上（範囲）,アポインターメモ_検索用,,
001Nn00000eVVzC,4120001078986,小池産業株式会社,http://www.koikesangyo.co.jp/index3.html,"5: 300億円以上~1,000億円未満",システム　人事　経理,334.81億円（2025年9月期・単体）,"○ 自社HP電子公告の第78期決算書・損益計算書(単体) https://www.koikesangyo.co.jp/company/data/settlement_notice4.pdf 売上高33,481,210,299円=334.81億円。会社概要の登録番号T4120001078986で法人番号一致を確認"
001Nn00000eVVzN,5260001020677,株式会社山田養蜂場,http://beekeeper.3838.com/,"5: 300億円以上~1,000億円未満",,確認不可,△ 確認不可。自社HP会社概要 https://beekeeper.3838.com/profile/gaiyo/ ・グループ会社・採用ページ・官報決算公告(掲載なし)まで確認したが売上高の記載なし。禁止ソース(就活サイト等)にしか数字がない
001Nn00000eVVzb,6110001003976,新潟中央青果株式会社,https://www.sinjirsi.co.jp/company/,"5: 300億円以上~1,000億円未満",331億　https://www.sinjirsi.co.jp/employment/data/,確認不可,△ 最新の売上高が非公表。2022年度(2023年3月期)時点では331億円だが直近3期外 https://www.sinjirsi.co.jp/employment/data/ 官報決算公告は9期分とも貸借対照表のみで売上高欄なし。自社HP会社概要にも記載なし
001Nn00000eVVzu,6011101062716,株式会社木下工務店,https://www.kinoshita-koumuten.co.jp/company/,"5: 300億円以上~1,000億円未満",サトウリョウト26/07/17,確認不可,"△ 確認不可。自社HP会社概要・木下グループHP(会社概要/グループ紹介)・EDINET(提出会社でない)・官報決算公告(貸借対照表のみで売上高非開示)まで確認したが単体売上高の記載なし。グループ売上1,200億円の情報は禁止ソースのみ。"
001Nn00000eVVzv,4060001014188,国分関信越株式会社,https://www.kokubu.co.jp/kanshinetsu/company/outline/,"6: 1,000億円以上",,"2,046.90億円（2025年12月期・単体）","○ 自社HP会社概要 https://www.kokubu.co.jp/kanshinetsu/company/outline/ 売上高204,690百万円(2025年12月期)。国分グループ本社傘下だが当社単体で300億超のため対象。"
001Nn00000eVVzx,1011301011097,株式会社ホーク・ワン,https://www.hawk-one.jp/company/profile.html,"5: 300億円以上~1,000億円未満",,"1,639.82億円（2025年9月期・単体）","○ 親会社オープンハウスグループの有価証券報告書(第29期)「関係会社の状況」主要な損益情報等に当社単体売上高163,982百万円 https://openhouse-group.co.jp/ir/upload_file/m005-m005_03/251222_yuhou_260115teisei.pdf"
001Nn00000eVW01,5010601020184,ヤーマン株式会社,http://www.ya-man.com/,"5: 300億円以上~1,000億円未満",,【300億未満】250.40億円（2025年4月期・連結）,"× 300億未満（25,040百万円）。決算短信(TDnet) https://www2.jpx.co.jp/disc/66300/140120260212557536.pdf 決算期変更後の2025年12月期(8ヶ月変則)は172.46億円、2026年12月期予想も275億円で、いずれも300億未満。"
001Nn00000eVW04,3140001024527,本州四国連絡高速道路株式会社,http://www.jb-honshi.co.jp/corp_index,"5: 300億円以上~1,000億円未満",🔵MC:人事部 078-291-1016 ｜ ☆V 07/13〈月〉、定時00:00、✳✡❄/パンチラ,961億円（2025年度・連結）,○ 2025年度(令和7年度)決算 https://www.jb-honshi.co.jp/corp_index/ir/zaimu/pdf/r7kessan.pdf 高速道路会社のため科目は営業収益。連結961億円/個別938億円(うち料金収入702億円)。
001Nn00000eVW05,7180001099223,株式会社コーワペッツコーポレーション,https://kowapets.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,"△ 確認不可。自社HP企業情報(資本金3,500万円・全国124店舗)を含む全ページ巡回・EDINET(提出会社でない)・官報決算公告(掲載なし)まで確認したが売上高の記載なし。150億円等の数値は禁止ソース/ベンダー導入事例のみ。"
001Nn00000eVW1g,8011101002042,出光タンカー株式会社,http://www.idemitsu.co.jp/tanker,"5: 300億円以上~1,000億円未満",,"1,598億円（2024年度・単体）","○ 自社HP会社概要 https://www.idemitsu.com/jp/tanker/company/profile/index.html 出光興産100%子会社だが当社単体1,598億円で300億超。官報決算公告の2026年3月期は1,665.99億円。"
001Nn00000eVW3E,3130001019528,株式会社日本ケイテム,https://www.keitem.co.jp/company_profiele/,"5: 300億円以上~1,000億円未満",,確認不可,△ 確認不可。自社HP会社概要・グループ情報・採用サイト・キャリアグループHP・EDINET(提出会社でない)・官報決算公告(掲載なし)まで確認したが売上高の記載なし。342億円等の数値は禁止ソースのみ。
001Nn00000eVW3M,3500001012115,日本食研ホールディングス株式会社,https://www.nihonshokken.co.jp/profile.html,"6: 1,000億円以上",,"1,589.73億円（2025年9月期・グループ）","○ 自社HP会社概要 https://www.nihonshokken.co.jp/profile.html 売上高1,589億7,300万円(2025年9月期)。持株会社=グループ親会社のためグループ売上で判定可。"
001Nn00000eVW3N,7290001005789,明治屋産業株式会社,https://www.mj-sangyo.co.jp/company/info/,"5: 300億円以上~1,000億円未満",🔵MC:人事課 092-432-9568 ｜ ☆V 07/13〈月〉、定時00:00、🔵🌑✳✡🌅🔥/パンチラ,467億円（2026年3月期・グループ合計）,○ 自社HP会社概要 https://www.mj-sangyo.co.jp/company/info/ 「467億円('26年3月決算期グループ合計)」。新鋭ミート等を傘下に持つグループ親会社のため連結値で判定可。
001Nn00000eVW3O,7240001022681,株式会社大創産業,https://www.daiso-sangyo.co.jp/company/prof_hist,"6: 1,000億円以上",,"6,983億円（2026年2月期・単体）","○ 自社HP会社概要 https://www.daiso-sangyo.co.jp/company/prof_hist 単体6,983億円/連結7,710億円(2026年2月末現在)。"
001Nn00000eVW3R,2080401001323,株式会社河合楽器製作所,https://www.kawai.co.jp/company/internal/,"5: 300億円以上~1,000億円未満",🔵MC:総務人事部／ＣＳ環境室 053-457-1252 ｜🎯360:楽器教育営業本部／国内管理課 03-6718-4241 ｜ キセカヨ　20260703,720.49億円（2026年3月期・連結）,"○ 決算短信 https://www2.kawai.co.jp/ir/tansin_pdf/2026/20260514_2026dtanren.pdf 連結売上高72,049百万円(2026年3月期)。"
001Nn00000eVW3S,5010001089333,ラディックス株式会社,https://www.radix.ad.jp/corporate/profile.html,"5: 300億円以上~1,000億円未満",,666億円（2025年度・グループ全体）,"○ 自社ドメイン採用サイト https://www.radix.ad.jp/recruit/number.html 「666億円(※グループ全体 2025年度)」。単体値は非公表だが、グループ会社は資本金900万〜5,000万円の小規模6社で当社が中核事業会社。"
001Nn00000eVW3T,3120001001206,株式会社ミルボン,http://www.milbon.com/ja/company/office/japan/office02.html,"5: 300億円以上~1,000億円未満",,528.63億円（2025年12月期・連結）,"○ 決算短信 https://www.milbon.com/ja/news/uploads/docs/20251231_66s4q_tanshin.pdf 連結売上高52,863百万円(2025年12月期)。"
001Nn00000eVW3X,2120001135426,ヤンマーアグリジャパン株式会社,https://www.yanmar.com/jp/about/company/yaj/,"6: 1,000億円以上",／,"1,723.73億円（2026年3月期・単体）","○ 官報決算公告(2026年7月8日掲載) https://catr.jp/companies/d6fbb/23558/settlements/57009/473381 単体売上高1,723億7,300万円。ヤンマーHD傘下だが当社単体で300億超。"
001Nn00000eVW3Z,9011801009121,全日本食品株式会社,https://www.zchain.co.jp/company/access.html,"6: 1,000億円以上",,"1,082億円（2025年8月時点・単体）","○ 自社HP会社概要に「本部年商 1,082億円（2025年8月）」と明記。全日食チェーン本部の自社売上高 https://www.zchain.co.jp/company/"
001Nn00000eVW3a,8010401006612,化研マテリアル株式会社,https://www.kaken-material.co.jp/,"5: 300億円以上~1,000億円未満",,593億円（2026年3月期・単体）,○ 自社HP会社概要に「年商 593億円（2026年3月期）」と明記。非上場・単独 https://www.kaken-material.co.jp/kaken-material/profile.html
001Nn00000eVW3b,4290801014505,トヨタ自動車九州株式会社,https://www.toyota-kyushu.com/company/factory_overview.html,"6: 1,000億円以上",スズキユウガ 26/07/31,"1兆3,969億円（2026年3月期・単体）",○ 日経記事（2026年5月12日／売上高1兆3969億円・前期比3%増）。トヨタ100%子会社だが単体で基準充足。自社HP会社概要には資本金のみで売上高記載なし https://www.nikkei.com/nkd/company/article/?DisplayType=1&ng=DGXZQOJC127JV0S6A510C2000000&scode=7203&ba=1
001Nn00000eVW3d,9180001028444,中央発條株式会社,http://www.chkk.co.jp,"5: 300億円以上~1,000億円未満",ナカムラシュント,"1,108.68億円（2026年3月期・連結）","○ 自社HP会社概要に「売上高 1,108億68百万円(2026年3月期)」と明記。東証スタンダード・名証プレミア上場（5992） https://www.chkk.co.jp/corporate/outline/index.html"
001Nn00000eVW3e,2180301015033,アイシン辰栄株式会社,https://www.aisin-sinei.co.jp/,"5: 300億円以上~1,000億円未満",,581億円（2025年度実績＝2026年3月期・単体）,○ 自社HP会社概要に「売上高 581億円(2025年度実績)」と明記。アイシンの子会社だが単体で基準充足 https://www.aisin-sinei.co.jp/profile/outline/
001Nn00000eVW3g,5080401006071,株式会社ジェイテクトコラムシステム,https://www.column.jtekt.co.jp/about/company/,"6: 1,000億円以上",X,【300億未満】267.55億円（2026年3月期・単体）,"× 子会社。ジェイテクトの子会社で単体26,755百万円＝267.55億円のため対象外。自社グローバル連結は88,349百万円＝883.49億円だが単体は基準未達。出典 自社HP会社概要 https://www.column.jtekt.co.jp/about/company/"
001Nn00000eVW3i,1140001010033,株式会社ニチリン,https://www.nichirin.co.jp/corporate/corporate02,"5: 300億円以上~1,000億円未満",,736億円（2025年12月期・連結）,○ 自社HP会社概要に「売上高 単体349億円、連結736億円（2025年12月31日現在）」と明記。単体・連結とも300億以上 https://www.nichirin.co.jp/corporate/corporate02
001Nn00000eVW3v,6180001002699,日本空調サービス株式会社,http://www.nikku.co.jp,"5: 300億円以上~1,000億円未満",6/29シモムラソウノスケ,692.45億円（2026年3月期・連結）,"○ 決算短信（2026年3月期・売上高69,245百万円） https://data.swcms.net/file/nikku-corp/dam/jcr:3a824d17-3668-49d1-adb2-b95fa4c5ce3d/140120260513528730.pdf"
001Nn00000eVW3w,2010001062912,新日本空調株式会社,https://www.snk.co.jp/about/company-profile/,"6: 1,000億円以上",,"1,548.84億円（2026年3月期・連結）","○ 決算短信（2026年3月期・売上高154,884百万円） https://pdf.irpocket.com/C1952/Kdx3/gtAt/JOO9.pdf"
001Nn00000eVW41,3010601037453,ＡＳＫＵＬ　ＬＯＧＩＳＴ株式会社,http://www.askullogist.co.jp/,"5: 300億円以上~1,000億円未満",／,確認不可,△ 確認不可。自社HP会社概要・採用ページ、親会社アスクルの有価証券報告書第63期「関係会社の状況」（売上高欄なし）、EDINET、gBizINFO、官報決算公告まで確認したが売上高の記載なし。禁止ソース（マイナビ等）のみ
001Nn00000eVW45,8020001018222,ロジスティードエクスプレス株式会社,https://www.logisteed.com/express/jp/corpo/outline/,"5: 300億円以上~1,000億円未満",,338.04億円（2026年3月期・単体）,"○ 決算公告 第74期（2025年4月1日〜2026年3月31日・売上高33,804,242千円）。ロジスティード100%子会社だが単体で基準充足 https://www.logisteed.com/express/jp/upload/d244b5de4565b720e57b672b583444cbd2b024fd.pdf"
001Nn00000eVW4A,2010001008709,鉄建建設株式会社,https://www.tekken.co.jp/info/overview.html,"6: 1,000億円以上",,"1,798.25億円（2026年3月期・連結）","○ 自社HP会社概要に「売上高 1,798億円（2026年3月31日現在）」、IR財務ハイライト連結売上高179,825百万円と一致。東証プライム上場 https://www.tekken.co.jp/info/overview.html"
001Nn00000eVW4H,2180001086250,株式会社ＵＣＳ,https://www.ucscard.co.jp/index.html,"5: 300億円以上~1,000億円未満",,【300億未満】231.20億円（2025年6月期・単体）,"× 300億未満（営業収益23,120,268千円＝231.20億円）。カード事業取扱高1兆2,444億円は取扱高であり売上高ではない。PPIH子会社。出典 決算公告第34期 https://www.ucscard.co.jp/company/ir/koukoku/pdf/kessankoukoku2025.pdf"
001Nn00000eVW4J,6010801003186,キヤノン株式会社,https://global.canon/ja/corporate/location.html,"6: 1,000億円以上",,"4兆6,247.27億円（2025年12月期・連結）","○ 自社HP会社概要に「売上高（連結） 4,624,727百万円（2025年12月31日現在）」と明記 https://global.canon/ja/corporate/profile/"
001Nn00000eVW4K,3010501016202,太陽誘電株式会社,http://www.yuden.co.jp/jp/,"6: 1,000億円以上",,"3,553.41億円（2026年3月期・連結）","○ 自社HP会社概要に「売上高 3,553億41百万円（2026年3月期実績／連結）」と明記 https://www.yuden.co.jp/jp/company/information/"
